Virus Name,Virus Protein,Human Protein,Bait_Prey,PreyGene,MIST,Reproducibility,Specificity,Abundance,SaintScore,BFDR,AvgSpec,Spec,CtrlCounts,FoldChange
SARS-CoV2,orf7a,Q92945,orf7a-Q92945,KHSRP,0.339196741,0.99351225,0.047642465,0.001513786,0,0.67,10.67,9|10|13,15|8|11|6|9|11|5|7|10|12|10,1.13
SARS-CoV2,orf7a,Q92947,orf7a-Q92947,GCDH,0.369050004,0.96178892,0.105479797,0.000303987,0.32,0.23,1.33,1|2|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q92973,orf7a-Q92973,TNPO1,0.663857773,0.99989505,0.518378876,0.001048592,1,0,9.33,8|10|10,0|0|0|0|0|0|0|0|0|0|0,93.33
SARS-CoV2,orf7a,Q969M3,orf7a-Q969M3,YIPF5,0.233559388,0.62698464,0.058517277,0.000274779,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q969N2,orf7a-Q969N2,PIGT,0.236186248,0.62698464,0.062350582,0.000122177,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q969Q0,orf7a-Q969Q0,RPL36AL,0.19974629,0.58270253,0.02911666,0.000892003,0.06,0.48,1,0|2|1,2|2|0|1|2|2|1|0|1|0|0,1
SARS-CoV2,orf7a,Q96A33,orf7a-Q96A33,CCDC47,0.216791901,0.58270253,0.053988304,0.00019576,0.32,0.23,1,0|2|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q96AE4,orf7a-Q96AE4,FUBP1,0.343137743,0.99581048,0.052368883,0.000158202,0,0.69,1,1|1|1,0|1|1|0|0|1|1|1|1|1|1,1.38
SARS-CoV2,orf7a,Q96AG4,orf7a-Q96AG4,LRRC59,0.33024892,0.97635259,0.042309949,0.001839121,0.02,0.53,5.67,4|8|5,5|5|3|5|6|5|1|3|3|3|2,1.52
SARS-CoV2,orf7a,Q96BH1,orf7a-Q96BH1,RNF25,0.235655973,0.62698464,0.06157676,0.000153853,0,0.69,0.67,1|0|1,1|0|1|0|1|0|1|0|0|0|1,1.47
SARS-CoV2,orf7a,Q96BK5,orf7a-Q96BK5,PINX1,0.201907914,0.57596807,0.035306202,0.000290586,0.04,0.51,1,0|1|2,1|0|2|2|2|1|1|1|1|1|1,0.85
SARS-CoV2,orf7a,Q96C36,orf7a-Q96C36,PYCR2,0.437531159,0.99581048,0.190062811,0.000636765,0.96,0.01,2,2|2|2,0|0|0|0|0|0|0|0|0|0|0,20
SARS-CoV2,orf7a,Q96CS3,orf7a-Q96CS3,FAF2,0.309223078,0.87522589,0.057161645,0.000797832,0.67,0.03,3.67,1|5|5,0|0|0|0|0|0|0|0|0|0|0,36.67
SARS-CoV2,orf7a,Q96CT7,orf7a-Q96CT7,CCDC124,0.331042528,0.99279340,0.036039627,0.005110271,0,0.68,11.33,9|11|14,12|16|12|18|17|11|6|9|15|9|10,0.92
SARS-CoV2,orf7a,Q96CW5,orf7a-Q96CW5,TUBGCP3,0.247716887,0.62698464,0.079171494,7.79E-05,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q96E11,orf7a-Q96E11,MRRF,0.31864896,0.94707789,0.038574365,0.000655499,0.05,0.49,1.67,2|2|1,2|2|1|5|0|0|0|0|0|4|1,1.22
SARS-CoV2,orf7a,Q96EP5,orf7a-Q96EP5,DAZAP1,0.027323244,0.00000000,0.039857588,7.87E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q96ER3,orf7a-Q96ER3,SAAL1,0.140581581,0.00000000,0.205074485,0.000162845,0.32,0.23,0.67,2|0|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q96EV2,orf7a-Q96EV2,RBM33,0.01619644,0.00000000,0.02362661,2.74E-05,0,0.69,0.33,0|0|1,1|1|0|0|1|1|1|0|1|1|1,0.46
SARS-CoV2,orf7a,Q96EY1,orf7a-Q96EY1,DNAJA3,0.405748293,0.96780356,0.156297241,0.001432756,1,0,6.67,8|7|5,0|0|0|1|0|0|0|1|0|0|0,36.67
SARS-CoV2,orf7a,Q96EY4,orf7a-Q96EY4,TMA16,0.319353998,0.96235805,0.032699007,0.003720368,0,0.68,7.67,4|10|9,11|8|11|10|9|7|10|9|12|8|10,0.8
SARS-CoV2,orf7a,Q96F45,orf7a-Q96F45,ZNF503,0.201813757,0.62698464,0.012209208,0.000109316,0,0.69,0.67,1|0|1,0|0|0|0|1|0|1|0|1|0|1,1.83
SARS-CoV2,orf7a,Q96GD4,orf7a-Q96GD4,AURKB,0.039111224,0.00000000,0.05705339,9.31E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q96H79,orf7a-Q96H79,ZC3HAV1L,0.329764232,0.99809221,0.031816033,0.002119961,0,0.65,6.33,5|7|7,6|4|10|8|6|5|3|6|10|3|4,1.07
SARS-CoV2,orf7a,Q96HE7,orf7a-Q96HE7,ERO1A,0.03977698,0.00000000,0.058024788,6.84E-05,0,0.69,0.33,0|0|1,1|0|0|0|0|0|0|0|0|1|0,1.83
SARS-CoV2,orf7a,Q96HS1,orf7a-Q96HS1,PGAM5,0.191799167,0.55070964,0.031927279,0.000377898,0.32,0.23,1,2|0|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q96I24,orf7a-Q96I24,FUBP3,0.332708662,0.99717504,0.036504293,0.004394143,0,0.69,25,20|26|29,23|25|26|20|18|24|17|15|21|24|18,1.19
SARS-CoV2,orf7a,Q96I25,orf7a-Q96I25,RBM17,0.303472726,0.91000056,0.033117693,0.001299167,0,0.67,5.33,2|6|8,8|13|6|5|4|8|10|4|13|6|8,0.69
SARS-CoV2,orf7a,Q96IX5,orf7a-Q96IX5,ATP5MD,0.339801682,0.97831921,0.055351321,0.002847769,0.64,0.08,1.67,1|2|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q96IZ7,orf7a-Q96IZ7,RSRC1,0.327488364,0.99581048,0.029538794,0.000305037,0,0.69,1,1|1|1,2|2|3|0|1|3|2|1|4|1|2,0.52
SARS-CoV2,orf7a,Q96J01,orf7a-Q96J01,THOC3,0.329446728,0.99581048,0.032393198,0.000580526,0,0.69,2,2|2|2,2|4|1|0|2|1|3|0|4|3|3,0.96
SARS-CoV2,orf7a,Q96JB5,orf7a-Q96JB5,CDK5RAP3,0.855421733,0.55070964,1,0.000215835,0.32,0.23,1,2|0|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q96K37,orf7a-Q96K37,SLC35E1,0.21627874,0.62590969,0.033793538,0.000170386,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q96MN5,orf7a-Q96MN5,TCEANC2,0.20804418,0.63086412,0.019550205,0.00030427,0,0.69,0.67,0|1|1,2|1|2|2|1|1|0|1|3|1|1,0.49
SARS-CoV2,orf7a,Q96NC0,orf7a-Q96NC0,ZMAT2,0.008312286,0.00000000,0.012124297,0.000160925,0,0.69,0.33,0|0|1,0|1|2|0|3|1|1|2|1|0|1,0.31
SARS-CoV2,orf7a,Q96P11,orf7a-Q96P11,NSUN5,0.050545314,0.00000000,0.073733249,7.29E-05,0,0.69,0.33,0|1|0,1|0|1|0|0|0|0|0|0|0|0,1.83
SARS-CoV2,orf7a,Q96P70,orf7a-Q96P70,IPO9,0.510584699,0.99463601,0.297159477,0.000647284,1,0,6.67,6|8|6,0|0|0|0|0|0|0|0|0|0|0,66.67
SARS-CoV2,orf7a,Q96PK6,orf7a-Q96PK6,RBM14,0.312637332,0.99581048,0.007875914,0.000152291,0,0.69,1,1|1|1,0|6|5|3|0|0|0|0|0|1|0,0.73
SARS-CoV2,orf7a,Q96QU8,orf7a-Q96QU8,XPO6,0.135587851,0.00000000,0.19779091,3.43E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q96RQ3,orf7a-Q96RQ3,MCCC1,0.332057934,0.96239956,0.051219929,0.002856261,0,0.68,21,11|25|27,34|23|11|8|3|14|15|1|28|20|22,1.29
SARS-CoV2,orf7a,Q96SK2,orf7a-Q96SK2,TMEM209,0.391833172,0.91068635,0.161715541,0.000250404,0.32,0.23,1.33,2|1|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q96T17,orf7a-Q96T17,MAP7D2,0.011432466,0.00000000,0.016676943,4.27E-05,0,0.69,0.33,0|1|0,2|1|0|1|0|1|0|1|2|1|0,0.41
SARS-CoV2,orf7a,Q96T76,orf7a-Q96T76,MMS19,0.500686812,0.90601739,0.322607602,0.000424537,0.99,0,4.33,4|7|2,0|0|0|0|0|0|0|0|0|0|0,43.33
SARS-CoV2,orf7a,Q96TA2,orf7a-Q96TA2,YME1L1,0.328644586,0.83270244,0.104634801,0.000452848,0.67,0.03,3.33,5|4|1,0|0|0|0|0|0|0|0|0|0|0,33.33
SARS-CoV2,orf7a,Q99439,orf7a-Q99439,CNN2,0.211539092,0.63086412,0.024649336,0.000204816,0,0.69,0.67,0|1|1,4|0|2|2|2|2|0|1|1|1|1,0.46
SARS-CoV2,orf7a,Q99459,orf7a-Q99459,CDC5L,0.010240441,0.00000000,0.01493808,3.99E-05,0,0.69,0.33,0|0|1,0|1|1|0|0|0|0|0|1|0|0,1.22
SARS-CoV2,orf7a,Q99460,orf7a-Q99460,PSMD1,0.282351842,0.62590969,0.130179704,7.33E-05,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q99497,orf7a-Q99497,PARK7,0.321696888,0.97963550,0.02828322,0.010321604,0,0.69,19.67,12|23|24,35|20|25|24|17|18|21|17|29|15|18,0.91
SARS-CoV2,orf7a,Q99615,orf7a-Q99615,DNAJC7,0.005528805,0.00000000,0.008064563,7.81E-05,0,0.69,0.33,1|0|0,0|0|0|1|0|0|1|0|1|0|1,0.92
SARS-CoV2,orf7a,Q99623,orf7a-Q99623,PHB2,0.345007926,0.99288039,0.056388483,0.003300334,0,0.62,9.67,10|10|9,7|8|6|9|5|3|4|8|4|6|6,1.61
SARS-CoV2,orf7a,Q99714,orf7a-Q99714,HSD17B10,0.337485876,0.99581048,0.044122103,0.000390354,0,0.69,1,1|1|1,4|1|2|1|1|0|0|0|1|2|0,0.92
SARS-CoV2,orf7a,Q99942,orf7a-Q99942,RNF5,0.378395432,0.99581048,0.103798123,0.000566013,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q99986,orf7a-Q99986,VRK1,0.218168745,0.60519085,0.045874882,0.00025536,0.22,0.37,1,1|2|0,0|1|0|4|0|0|0|0|0|0|0,2.2
SARS-CoV2,orf7a,Q9BQ69,orf7a-Q9BQ69,MACROD1,0.3280776,0.96178892,0.045709649,0.000409681,0.08,0.46,1.33,1|2|1,1|2|0|2|1|1|0|0|1|1|1,1.47
SARS-CoV2,orf7a,Q9BQB6,orf7a-Q9BQB6,VKORC1,0.372396303,0.99581048,0.095046274,0.000625045,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q9BQE3,orf7a-Q9BQE3,TUBA1C,0.382772833,0.98565777,0.114748276,0.001132855,1,0,5,5|6|4,0|0|1|0|0|0|0|0|0|0|0,50
SARS-CoV2,orf7a,Q9BQG0,orf7a-Q9BQG0,MYBBP1A,0.357562462,0.99581048,0.073409908,0.000306875,1,0,4,4|4|4,0|0|0|0|1|0|0|0|0|0|0,40
SARS-CoV2,orf7a,Q9BRJ7,orf7a-Q9BRJ7,NUDT16L1,0.32339606,0.99581048,0.023563329,0.00096571,0,0.69,2,2|2|2,1|3|4|2|4|2|2|2|2|2|4,0.79
SARS-CoV2,orf7a,Q9BRK5,orf7a-Q9BRK5,SDF4,0.254114192,0.58970779,0.105277399,0.000492571,0.65,0.05,1.67,3|2|0,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q9BRP1,orf7a-Q9BRP1,PDCD2L,0.315453319,0.96178892,0.027294082,0.000371918,0,0.69,1.33,1|2|1,2|2|2|2|3|2|2|2|1|1|3,0.67
SARS-CoV2,orf7a,Q9BRP8,orf7a-Q9BRP8,PYM1,0.337931359,0.96178892,0.060081884,0.000652679,0.07,0.47,1.33,1|2|1,0|1|1|6|1|1|0|0|0|1|1,1.22
SARS-CoV2,orf7a,Q9BRX2,orf7a-Q9BRX2,PELO,0.332668077,0.98654413,0.041253312,0.001688022,0,0.65,6.33,7|6|6,7|4|8|11|5|5|3|5|6|5|5,1.09
SARS-CoV2,orf7a,Q9BSD7,orf7a-Q9BSD7,NTPCR,0.337019617,0.99916789,0.041900484,0.003883531,0,0.66,7.33,6|8|8,8|6|10|8|7|7|5|8|9|6|5,1.02
SARS-CoV2,orf7a,Q9BSH5,orf7a-Q9BSH5,HDHD3,0.039378778,0.00000000,0.057443389,0.000127586,0,0.69,0.33,0|0|1,1|0|0|1|1|0|0|0|1|0|0,0.92
SARS-CoV2,orf7a,Q9BSJ2,orf7a-Q9BSJ2,TUBGCP2,0.226844085,0.47573727,0.116794633,0.000163866,0.33,0.19,1.33,3|0|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q9BT17,orf7a-Q9BT17,MTG1,0.22202131,0.63086412,0.039940591,0.000189486,0,0.69,0.67,0|1|1,1|0|1|1|2|0|0|0|1|1|0,1.05
SARS-CoV2,orf7a,Q9BT22,orf7a-Q9BT22,ALG1,0.386813403,0.99581048,0.116081001,0.000219574,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q9BTE3,orf7a-Q9BTE3,MCMBP,0.016562456,0.00000000,0.024160346,4.99E-05,0,0.69,0.33,0|0|1,1|0|1|0|0|0|0|0|2|0|1,0.73
SARS-CoV2,orf7a,Q9BTE7,orf7a-Q9BTE7,DCUN1D5,0.277570466,0.81183240,0.039519244,0.000835252,0.16,0.4,2,1|1|4,2|2|2|2|2|1|1|0|2|0|1,1.47
SARS-CoV2,orf7a,Q9BTW9,orf7a-Q9BTW9,TBCD,0.46839909,0.94413782,0.258352741,0.000144715,0.64,0.08,1.67,2|1|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q9BTY2,orf7a-Q9BTY2,FUCA2,0.488769929,0.95660626,0.282456116,0.000286738,0.32,0.23,1.33,1|1|2,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q9BU76,orf7a-Q9BU76,MMTAG2,0.326004116,0.98996007,0.029986846,0.002592824,0,0.69,6.67,7|6|7,10|9|11|10|8|8|8|8|11|6|8,0.76
SARS-CoV2,orf7a,Q9BUF5,orf7a-Q9BUF5,TUBB6,0.36974064,0.99581048,0.091165795,0.001370615,1,0,6,6|6|6,0|0|0|0|0|0|0|0|0|0|0,60
SARS-CoV2,orf7a,Q9BV68,orf7a-Q9BV68,RNF126,0.381522102,0.95660626,0.126005174,0.000430568,0.32,0.23,1.33,1|1|2,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q9BV86,orf7a-Q9BV86,NTMT1,0.31167765,0.00000000,0.454664139,0.000140198,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9BVA1,orf7a-Q9BVA1,TUBB2B,0.406257376,0.91068635,0.182756541,0.000315678,0.29,0.33,1.33,2|1|1,0|0|0|0|0|0|0|0|0|2|0,7.33
SARS-CoV2,orf7a,Q9BVC6,orf7a-Q9BVC6,TMEM109,0.258756707,0.62698464,0.09527418,0.00029061,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9BVV7,orf7a-Q9BVV7,TIMM21,0.023738779,0.00000000,0.034628246,0.00012913,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9BW19,orf7a-Q9BW19,KIFC1,0.216427432,0.63086412,0.031781251,9.40E-05,0,0.69,0.67,0|1|1,1|0|1|0|0|0|0|0|1|2|1,1.22
SARS-CoV2,orf7a,Q9BW92,orf7a-Q9BW92,TARS2,0.072024961,0.00000000,0.105067325,4.35E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9BWE0,orf7a-Q9BWE0,REPIN1,0.015238139,0.00000000,0.022228418,5.65E-05,0,0.69,0.33,0|0|1,1|1|1|1|1|0|1|0|3|2|1,0.31
SARS-CoV2,orf7a,Q9BWS9,orf7a-Q9BWS9,CHID1,0.009226496,0.00000000,0.013458462,9.82E-05,0,0.69,0.33,1|0|0,2|2|1|4|0|0|0|0|1|2|1,0.28
SARS-CoV2,orf7a,Q9BX95,orf7a-Q9BX95,SGPP1,0.685510433,0.00000000,1,7.26E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9BXS6,orf7a-Q9BXS6,NUSAP1,0.030045053,0.00000000,0.043828128,7.26E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9BXW9,orf7a-Q9BXW9,FANCD2,0.558135167,0.99809221,0.364970848,0.00043831,1,0,6.33,5|7|7,0|0|0|0|0|0|0|0|0|0|0,63.33
SARS-CoV2,orf7a,Q9BY42,orf7a-Q9BY42,RTF2,0.341089518,0.99583635,0.049363145,0.000872722,0,0.58,2.67,2|3|3,2|3|4|3|3|1|2|1|3|3|2,1.09
SARS-CoV2,orf7a,Q9BY44,orf7a-Q9BY44,EIF2A,0.216278763,0.62698464,0.033310195,0.000120715,0,0.69,0.67,1|0|1,0|0|0|6|1|1|0|0|0|1|0,0.81
SARS-CoV2,orf7a,Q9BY77,orf7a-Q9BY77,POLDIP3,0.208306031,0.63086412,0.019933523,0.000150328,0,0.69,0.67,0|1|1,2|2|1|3|1|0|0|0|1|1|1,0.61
SARS-CoV2,orf7a,Q9BYB4,orf7a-Q9BYB4,GNB1L,0.326747107,0.96765185,0.041116827,0.001927151,0,0.65,6.33,4|6|9,8|7|5|11|10|10|4|5|7|1|3,0.98
SARS-CoV2,orf7a,Q9BYC8,orf7a-Q9BYC8,MRPL32,0.337477043,0.94707789,0.066037926,0.000913514,0.2,0.38,1.67,2|2|1,1|1|0|2|0|1|2|0|1|0|1,2.04
SARS-CoV2,orf7a,Q9BZI7,orf7a-Q9BZI7,UPF3B,0.213187732,0.63086412,0.02705496,0.000131031,0,0.69,0.67,0|1|1,0|2|0|2|4|0|0|1|1|1|1,0.61
SARS-CoV2,orf7a,Q9BZL1,orf7a-Q9BZL1,UBL5,0.220706144,0.63086412,0.038016179,0.000866962,0,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|0|1|0,3.67
SARS-CoV2,orf7a,Q9BZX2,orf7a-Q9BZX2,UCK2,0.384809263,0.97831921,0.121026193,0.000632838,0.64,0.08,1.67,1|2|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q9C037,orf7a-Q9C037,TRIM4,0.188782013,0.00000000,0.275388589,6.40E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9GZN7,orf7a-Q9GZN7,ROGDI,0.023845021,0.00000000,0.034783382,0.000111582,0,0.69,0.33,0|0|1,1|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9GZP4,orf7a-Q9GZP4,PITHD1,0.325046822,0.99581048,0.025975605,0.000482855,0,0.69,1,1|1|1,3|2|2|1|1|1|2|1|2|0|1,0.69
SARS-CoV2,orf7a,Q9GZT3,orf7a-Q9GZT3,SLIRP,0.268673628,0.00000000,0.391929977,0.000286827,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9H078,orf7a-Q9H078,CLPB,0.318281273,0.91068635,0.054420841,0.000198694,0.32,0.23,1.33,2|1|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q9H0D6,orf7a-Q9H0D6,XRN2,0.213570615,0.63086412,0.027614057,6.66E-05,0,0.69,0.67,0|1|1,0|1|0|0|0|0|0|1|0|0|1,2.44
SARS-CoV2,orf7a,Q9H0H0,orf7a-Q9H0H0,INTS2,0.980652391,0.95660626,1,0.000111218,0.32,0.23,1.33,1|1|2,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,orf7a,Q9H0S4,orf7a-Q9H0S4,DDX47,0.301514801,0.88076675,0.043424637,0.000639532,0.09,0.46,3,1|5|3,2|3|2|2|4|1|0|3|2|1|3,1.43
SARS-CoV2,orf7a,Q9H0U3,orf7a-Q9H0U3,MAGT1,0.43493147,0.97831921,0.194144077,0.000493047,0.64,0.08,1.67,1|2|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q9H0V1,orf7a-Q9H0V1,TMEM168,0.976806315,0.94413782,1,0.00024749,0.64,0.08,1.67,2|1|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,orf7a,Q9H1B7,orf7a-Q9H1B7,IRF2BPL,0.283823651,0.63086412,0.13009682,7.95E-05,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9H2C2,orf7a-Q9H2C2,ARV1,0.366207296,0.62698464,0.252019915,0.000260584,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9H2K0,orf7a-Q9H2K0,MTIF3,0.019174886,0.00000000,0.027969754,0.000224922,0.12,0.43,0.67,0|2|0,1|0|0|0|2|1|0|0|2|1|1,0.92
SARS-CoV2,orf7a,Q9H2U1,orf7a-Q9H2U1,DHX36,0.220227282,0.62590969,0.039554423,6.93E-05,0,0.69,0.67,1|1|0,0|0|3|1|0|0|0|0|2|0|3,0.81
SARS-CoV2,orf7a,Q9H2V7,orf7a-Q9H2V7,SPNS1,0.244865606,0.62590969,0.075495473,0.000132307,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9H3G5,orf7a-Q9H3G5,CPVL,0.190778583,0.00000000,0.278300267,0.00016216,0.32,0.23,0.67,2|0|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9H3J6,orf7a-Q9H3J6,C12orf65,0.219323259,0.63086412,0.036003095,0.000381254,0,0.69,0.67,0|1|1,1|1|1|1|0|1|0|1|1|0|2,0.81
SARS-CoV2,orf7a,Q9H3K6,orf7a-Q9H3K6,BOLA2,0.333125583,0.99989505,0.035878885,0.005474626,0,0.65,4.67,4|5|5,5|5|7|6|5|4|4|5|5|3|4,0.97
SARS-CoV2,orf7a,Q9H3U1,orf7a-Q9H3U1,UNC45A,0.551362386,0.91068635,0.394429937,0.00044643,1,0,4,6|3|3,0|0|0|0|0|0|0|0|0|0|0,40
SARS-CoV2,orf7a,Q9H583,orf7a-Q9H583,HEATR1,0.638159486,0.99544026,0.482901162,0.000457551,1,0,9.67,9|9|11,0|0|0|0|0|0|0|0|0|0|0,96.67
SARS-CoV2,orf7a,Q9H5Q4,orf7a-Q9H5Q4,TFB2M,0.040039341,0.00000000,0.058407259,9.75E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,orf7a,Q9H5V9,orf7a-Q9H5V9,CXorf56,0.241335444,0.62590969,0.070344201,0.000314677,0,0.69,0.67,1|1|0,0|0|1|0|0|1|0|1|1|2|1,1.05
SARS-CoV2,orf7a,Q9H773,orf7a-Q9H773,DCTPP1,0.203181258,0.60264671,0.025153639,0.000603779,0.3,0.32,1,1|0|2,0|0|0|0|1|0|0|0|1|0|0,5.5
SARS-CoV2,orf7a,Q9H7C9,orf7a-Q9H7C9,AAMDC,0.322774944,0.94097591,0.047331203,0.00161635,0,0.58,2,1|2|3,3|2|2|1|2|3|3|1|3|3|2,0.88
SARS-CoV2,orf7a,Q9H7S9,orf7a-Q9H7S9,ZNF703,0.024951431,0.00000000,0.036397779,6.54E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|1|0|0,3.33
SARS-CoV2,orf7a,Q9H857,orf7a-Q9H857,NT5DC2,0.200740336,0.57596807,0.033602316,0.000366586,0.01,0.55,2,0|2|4,6|0|7|2|4|1|0|2|0|2|3,0.81
SARS-CoV2,orf7a,Q9H875,orf7a-Q9H875,PRKRIP1,0.315538214,0.62698464,0.178104411,0.000383795,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,orf7a,Q9H910,orf7a-Q9H910,JPT2,0.329448052,0.95660626,0.050038837,0.000704771,0.01,0.55,1.33,1|1|2,4|1|2|2|2|0|0|0|2|2|1,0.92
SARS-CoV2,orf7a,Q9H936,orf7a-Q9H936,SLC25A22,0.348713077,0.99463601,0.061022906,0.001043069,1,0,3.33,3|4|3,0|0|0|0|0|0|0|0|0|0|0,33.33
SARS-CoV2,orf7a,Q9H974,orf7a-Q9H974,QTRT2,0.446719786,0.99581048,0.203470287,0.0002455,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,orf7a,Q9H9A6,orf7a-Q9H9A6,LRRC40,0.192298216,0.50733416,0.052178883,0.000211522,0.05,0.49,1.33,0|1|3,3|1|3|1|1|0|0|1|3|2|1,0.92
SARS-CoV2,orf7a,Q9HA64,orf7a-Q9HA64,FN3KRP,0.329247067,0.97470962,0.041596228,0.000885512,0,0.69,2.67,3|3|2,5|4|5|4|5|3|3|3|4|2|3,0.72
SARS-CoV2,orf7a,Q9HAV4,orf7a-Q9HAV4,XPO5,0.59966982,0.95791295,0.443641446,0.000719873,1,0,8.67,6|7|13,0|0|0|0|0|0|0|0|0|0|0,86.67
SARS-CoV2,orf7a,Q9HB71,orf7a-Q9HB71,CACYBP,0.313840424,0.96244222,0.024627721,0.002613483,0,0.62,6,4|9|5,4|8|4|13|5|4|4|4|5|4|5,1.1
SARS-CoV2,orf7a,Q9HC07,orf7a-Q9HC07,TMEM165,0.397901732,0.98903139,0.135302991,0.000725398,0.97,0,2.33,2|3|2,0|0|0|0|0|0|0|0|0|0|0,23.33
SARS-CoV2,orf7a,Q9HC38,orf7a-Q9HC38,GLOD4,0.322610743,0.93771203,0.048568366,0.0007299,0.01,0.57,2.33,1|3|3,2|4|2|1|1|2|2|2|4|3|3,0.99
SARS-CoV2,orf7a,Q9HC62,orf7a-Q9HC62,SENP2,0.019708986,0.00000000,0.028750363,5.44E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|2|0|0,1.83
SARS-CoV2,orf7a,Q9HCC0,orf7a-Q9HCC0,MCCC2,0.317454666,0.91734516,0.05019165,0.003235987,0,0.67,18.67,7|23|26,32|21|9|4|3|14|11|4|24|18|17,1.31
SARS-CoV2,orf7a,Q9HCG8,orf7a-Q9HCG8,CWC22,0.005091637,0.00000000,0.007427211,3.53E-05,0,0.69,0.33,0|0|1,3|3|3|3|0|2|2|0|3|0|2,0.17
