Virus Name,Virus Protein,Human Protein,Bait_Prey,PreyGene,MIST,Reproducibility,Specificity,Abundance,SaintScore,BFDR,AvgSpec,Spec,CtrlCounts,FoldChange
SARS-CoV2,E,A0A0U1RRE5,E-A0A0U1RRE5,NBDY,0.3223596,0.93217644,0.050674028,0.002961446,0.04,0.5,1.67,1|1|3,3|0|2|3|2|0|0|3|1|2|1,1.08
SARS-CoV2,E,A1KXE4,E-A1KXE4,FAM168B,0.012301656,0.00000000,0.017943784,0.000169901,0,0.69,0.33,0|1|0,1|0|0|0|0|1|0|0|1|2|1,0.61
SARS-CoV2,E,A6NDG6,E-A6NDG6,PGP,0.318944611,0.94082756,0.04181477,0.001114406,0,0.62,3.33,1|3|6,2|3|6|4|5|4|4|5|6|3|3,0.81
SARS-CoV2,E,A6NHQ2,E-A6NHQ2,FBLL1,0.046175657,0.00000000,0.067358785,8.99E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|1|0|0,3.33
SARS-CoV2,E,E9PRG8,E-E9PRG8,C11orf98,0.34460932,0.94958951,0.075307678,0.00139309,0.1,0.44,1.33,1|1|2,1|1|0|1|2|1|1|0|0|0|2,1.63
SARS-CoV2,E,O00139,E-O00139,KIF2A,0.032190109,0.00000000,0.046957159,8.51E-05,0.3,0.32,0.67,0|0|2,0|0|0|0|0|0|0|1|1|0|0,3.67
SARS-CoV2,E,O00165,E-O00165,HAX1,0.010198889,0.00000000,0.014875941,0.000215256,0.32,0.23,0.67,0|0|2,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,O00170,E-O00170,AIP,0.285577991,0.85809390,0.03037918,0.000847095,0,0.69,2,2|1|3,6|4|6|5|2|1|3|4|5|4|4,0.5
SARS-CoV2,E,O00178,E-O00178,GTPBP1,0.240945996,0.59238527,0.08486607,0.000139293,0.19,0.39,1,0|1|2,1|1|1|1|1|0|0|0|0|0|0,2.2
SARS-CoV2,E,O00203,E-O00203,AP3B1,0.963550095,0.99565177,0.957475075,0.000489286,0.99,0,4.67,2|6|6,0|0|0|0|0|0|0|0|0|0|0,46.67
SARS-CoV2,E,O00244,E-O00244,ATOX1,0.32284905,0.98632595,0.027004442,0.004377469,0,0.63,2.67,1|3|4,4|3|4|8|3|4|4|5|3|1|0,0.75
SARS-CoV2,E,O00422,E-O00422,SAP18,0.061973772,0.00000000,0.090403644,0.000196263,0,0.69,0.33,0|0|1,0|1|1|0|0|0|0|0|1|0|0,1.22
SARS-CoV2,E,O00443,E-O00443,PIK3C2A,0.275017263,0.62983119,0.117715604,3.75E-05,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|1|0|0,6.67
SARS-CoV2,E,O00458,E-O00458,IFRD1,0.268574808,0.62983119,0.108316666,0.000140042,0,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,O00479,E-O00479,HMGN4,0.161693277,0.47519120,0.021987116,0.001702707,0.07,0.47,1.67,0|1|4,1|2|1|2|2|2|3|1|0|2|3,0.96
SARS-CoV2,E,O00483,E-O00483,NDUFA4,0.312457717,0.90727125,0.047449226,0.001744714,0,0.69,1,1|1|1,0|0|1|0|0|0|0|1|1|0|1,2.75
SARS-CoV2,E,O00488,E-O00488,ZNF593,0.047579269,0.00000000,0.069403216,0.000448183,0.23,0.36,0.67,0|0|2,0|0|0|1|2|0|0|1|0|0|0,1.83
SARS-CoV2,E,O00541,E-O00541,PES1,0.235678718,0.60734723,0.070444491,0.000582858,0.23,0.37,3.67,0|4|7,1|2|1|6|5|4|0|0|2|1|2,1.68
SARS-CoV2,E,O00567,E-O00567,NOP56,0.204319123,0.60294344,0.026682886,0.000268432,0.34,0.17,1.67,0|3|2,0|3|1|1|0|0|0|1|2|0|0,2.29
SARS-CoV2,E,O00571,E-O00571,DDX3X,0.327034718,0.97780126,0.036980182,0.000572407,0,0.6,3,2|4|3,5|4|1|1|3|2|2|5|4|3|3,1
SARS-CoV2,E,O00743,E-O00743,PPP6C,0.027081208,0.00000000,0.039504342,9.85E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O14556,E-O14556,GAPDHS,0.009659058,0.00000000,0.014089684,7.36E-05,0,0.69,0.33,0|0|1,0|1|1|2|1|1|1|0|0|1|1,0.41
SARS-CoV2,E,O14617,E-O14617,AP3D1,0.460963359,0.47519120,0.458566361,0.000132909,0.33,0.18,1.67,0|1|4,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,E,O14654,E-O14654,IRS4,0.293700957,0.85021609,0.045779684,0.000227324,0.65,0.05,2,2|3|1,0|0|0|1|0|0|0|0|0|0|0,20
SARS-CoV2,E,O14730,E-O14730,RIOK3,0.20943204,0.00000000,0.305512188,6.38E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O14735,E-O14735,CDIPT,0.035457565,0.00000000,0.051721168,0.000366962,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O14757,E-O14757,CHEK1,0.344766814,0.99292735,0.05604003,0.000492666,0,0.6,2,1|2|3,2|2|2|4|3|1|1|4|5|2|2,0.79
SARS-CoV2,E,O14776,E-O14776,TCERG1,0.041729881,0.00000000,0.060873974,2.73E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O14965,E-O14965,AURKA,0.013351515,0.00000000,0.019475333,0.00016442,0.06,0.48,0.67,0|2|0,0|1|1|2|2|0|3|1|1|0|0,0.67
SARS-CoV2,E,O15042,E-O15042,U2SURP,0.336987969,0.99151151,0.045314098,0.002291039,0,0.69,19,12|22|23,25|31|14|16|16|24|23|14|25|17|21,0.92
SARS-CoV2,E,O15145,E-O15145,ARPC3,0.215369376,0.62983119,0.03070042,0.000354825,0,0.69,0.67,0|1|1,2|1|0|1|0|1|0|1|1|0|1,0.92
SARS-CoV2,E,O15235,E-O15235,MRPS12,0.305616182,0.91594635,0.033556629,0.002659649,0,0.59,3.33,1|6|3,6|2|6|6|4|3|1|6|3|1|2,0.92
SARS-CoV2,E,O15347,E-O15347,HMGB3,0.227397441,0.62983119,0.048222205,0.003157945,0.01,0.56,6.67,0|10|10,2|6|3|14|9|4|1|0|3|8|5,1.33
SARS-CoV2,E,O15371,E-O15371,EIF3D,0.262384875,0.62983119,0.099287205,0.000115253,0,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|1|0|0,3.67
SARS-CoV2,E,O15372,E-O15372,EIF3H,0.235578055,0.62983119,0.060181717,0.000179429,0,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,O43175,E-O43175,PHGDH,0.322416579,0.99166337,0.024002184,0.000829441,0.38,0.16,3.67,2|5|4,1|2|5|2|0|1|1|1|2|1|0,2.52
SARS-CoV2,E,O43290,E-O43290,SART1,0.234452088,0.59238527,0.075393163,0.000116484,0.23,0.36,1,0|1|2,0|0|0|1|1|0|0|1|1|0|0,2.75
SARS-CoV2,E,O43390,E-O43390,HNRNPR,0.00619531,0.00000000,0.009037108,4.74E-05,0,0.69,0.33,0|0|1,0|7|5|3|0|0|0|0|2|0|0,0.22
SARS-CoV2,E,O43396,E-O43396,TXNL1,0.190332988,0.52989182,0.039157595,0.000426351,0.04,0.5,1.33,0|1|3,3|1|3|3|0|0|0|1|3|2|1,0.86
SARS-CoV2,E,O43482,E-O43482,OIP5,0.313568215,0.90727125,0.04907899,0.000617126,0,0.69,1,1|1|1,3|1|1|1|1|2|2|0|2|1|1,0.73
SARS-CoV2,E,O43583,E-O43583,DENR,0.193306002,0.52989182,0.043492829,0.0006223,0.2,0.38,1.33,0|1|3,1|0|0|4|1|2|0|0|1|0|0,1.63
SARS-CoV2,E,O43663,E-O43663,PRC1,0.012841162,0.00000000,0.018731855,4.84E-05,0,0.69,0.33,0|0|1,0|0|3|1|1|0|0|2|0|1|0,0.46
SARS-CoV2,E,O43670,E-O43670,ZNF207,0.228413355,0.56487245,0.078964357,0.000402885,0.41,0.15,2,0|4|2,0|1|1|2|3|1|0|0|0|0|0,2.75
SARS-CoV2,E,O43684,E-O43684,BUB3,0.21692872,0.61547855,0.039427212,0.001237437,0.02,0.54,4.33,0|5|8,5|4|3|6|5|2|2|2|5|5|3,1.13
SARS-CoV2,E,O43809,E-O43809,NUDT21,0.221720854,0.61428741,0.046956158,0.000980649,0.1,0.45,2.33,0|4|3,1|2|2|4|2|2|1|1|0|2|2,1.35
SARS-CoV2,E,O43813,E-O43813,LANCL1,0.040476497,0.00000000,0.059045161,7.53E-05,0,0.69,0.33,0|0|1,1|1|1|0|0|1|0|0|1|0|0,0.73
SARS-CoV2,E,O43837,E-O43837,IDH3B,0.301579754,0.90727125,0.031592781,0.00036707,0,0.69,1,1|1|1,2|3|4|3|2|1|1|1|2|4|3,0.42
SARS-CoV2,E,O60547,E-O60547,GMDS,0.020140418,0.00000000,0.029379494,8.07E-05,0,0.69,0.33,0|0|1,0|0|2|0|0|0|0|1|2|1|1,0.52
SARS-CoV2,E,O60563,E-O60563,CCNT1,0.102648021,0.00000000,0.149739244,4.56E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O60716,E-O60716,CTNND1,0.21944688,0.62032124,0.040930408,0.000161515,0.14,0.42,1.67,0|2|3,0|3|3|0|1|0|0|1|1|3|1,1.41
SARS-CoV2,E,O60762,E-O60762,DPM1,0.170344571,0.49308321,0.026565101,0.00049777,0.33,0.19,1.33,0|3|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,E,O60828,E-O60828,PQBP1,0.117850806,0.00000000,0.171915005,0.000226628,0.29,0.33,0.67,0|0|2,0|0|0|2|0|0|0|0|0|0|0,3.67
SARS-CoV2,E,O60832,E-O60832,DKC1,0.207268264,0.62983119,0.018884795,0.000122877,0,0.69,0.67,0|1|1,1|2|1|1|1|1|0|0|2|0|1,0.73
SARS-CoV2,E,O60841,E-O60841,EIF5B,0.219158136,0.62544934,0.03819834,0.000487997,0,0.65,6.33,0|8|11,8|9|10|13|14|6|2|3|6|5|5,0.86
SARS-CoV2,E,O60869,E-O60869,EDF1,0.329170314,0.90054221,0.074842563,0.003473449,0.34,0.17,5,1|5|9,3|4|2|5|2|2|1|1|2|2|3,2.04
SARS-CoV2,E,O60884,E-O60884,DNAJA2,0.304976055,0.88729928,0.045530365,0.001021512,0.98,0,3,3|2|4,0|0|0|0|0|0|0|0|0|0|0,30
SARS-CoV2,E,O60885,E-O60885,BRD4,0.97848835,0.94958951,1,0.000251615,0.97,0,2.67,2|2|4,0|0|0|0|0|0|0|0|0|0|0,26.67
SARS-CoV2,E,O75190,E-O75190,DNAJB6,0.040685819,0.00000000,0.059349083,0.000239764,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|1|0|0|0,3.33
SARS-CoV2,E,O75340,E-O75340,PDCD6,0.215706985,0.62916041,0.031485031,0.001479916,0,0.64,3,0|4|5,3|4|8|7|4|4|4|3|5|4|3,0.67
SARS-CoV2,E,O75367,E-O75367,H2AFY,0.01578298,0.00000000,0.023023003,8.07E-05,0,0.69,0.33,0|0|1,0|4|3|2|0|0|0|0|0|0|0,0.41
SARS-CoV2,E,O75400,E-O75400,PRPF40A,0.328298114,0.94899248,0.051790383,0.000443036,0,0.57,4,1|5|6,3|3|3|5|3|5|2|2|4|3|5,1.16
SARS-CoV2,E,O75475,E-O75475,PSIP1,0.214666334,0.62983119,0.029676894,0.000119168,0,0.69,0.67,0|1|1,1|1|2|4|1|0|0|2|0|1|1,0.56
SARS-CoV2,E,O75531,E-O75531,BANF1,0.38012619,0.99452811,0.106885003,0.002297537,0.16,0.4,1.67,1|2|2,2|2|3|4|0|0|0|0|0|0|0,1.67
SARS-CoV2,E,O75533,E-O75533,SF3B1,0.169380598,0.47519120,0.033214916,0.000117518,0.23,0.37,1.67,0|1|4,1|1|1|1|0|1|1|1|2|0|3,1.53
SARS-CoV2,E,O75554,E-O75554,WBP4,0.137027918,0.00000000,0.199891237,7.99E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O75694,E-O75694,NUP155,0.331299949,0.95172965,0.05493884,0.000280989,0.13,0.42,3.67,1|4|6,5|1|2|1|2|2|1|1|4|5|2,1.55
SARS-CoV2,E,O75817,E-O75817,POP7,0.422467289,0.00000000,0.616279672,0.000236648,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O75821,E-O75821,EIF3G,0.264277839,0.62983119,0.102047886,0.000197372,0,0.69,0.67,0|1|1,0|0|0|0|2|0|0|0|0|0|0,3.67
SARS-CoV2,E,O75937,E-O75937,DNAJC8,0.220652759,0.61197304,0.046431068,0.001972595,0.25,0.35,5.33,0|6|10,3|2|1|9|5|3|1|1|2|4|3,1.73
SARS-CoV2,E,O75940,E-O75940,SMNDC1,0.346565683,0.98255245,0.063315397,0.002590524,0.04,0.51,5,3|7|5,3|4|3|4|5|5|1|2|3|2|3,1.57
SARS-CoV2,E,O76031,E-O76031,CLPX,0.237160071,0.55423713,0.096512439,0.000175819,0,0.69,0.67,1|1|0,0|1|0|1|1|0|0|0|0|1|0,1.83
SARS-CoV2,E,O94832,E-O94832,MYO1D,0.109803271,0.00000000,0.160176814,7.77E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O94903,E-O94903,PLPBP,0.336235049,0.97085935,0.053514325,0.001880555,0,0.64,4,3|4|5,7|6|4|4|3|3|4|4|4|5|6,0.88
SARS-CoV2,E,O95218,E-O95218,ZRANB2,0.338292526,0.62309723,0.213046991,0.000418847,0.29,0.33,1,1|0|2,0|0|2|0|0|0|0|0|0|0|0,5.5
SARS-CoV2,E,O95232,E-O95232,LUC7L3,0.328474401,0.98554819,0.035560624,0.004371439,0,0.69,15,10|18|17,18|19|18|21|25|18|17|18|21|8|14,0.84
SARS-CoV2,E,O95336,E-O95336,PGLS,0.008870481,0.00000000,0.012938962,0.000116389,0,0.69,0.33,0|0|1,1|0|0|0|1|1|0|1|2|2|7,0.24
SARS-CoV2,E,O95372,E-O95372,LYPLA2,0.315910821,0.90727125,0.052496355,0.000611783,0,0.69,1,1|1|1,2|2|3|2|0|0|0|0|0|0|0,1.22
SARS-CoV2,E,O95456,E-O95456,PSMG1,0.280915071,0.62983119,0.126317556,0.000219302,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|1,6.67
SARS-CoV2,E,O95801,E-O95801,TTC4,0.064868702,0.00000000,0.094627708,7.76E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,O95881,E-O95881,TXNDC12,0.32131143,0.97614959,0.029364377,0.001748665,0,0.69,2.67,1|4|3,5|5|7|5|5|4|2|6|4|4|3,0.59
SARS-CoV2,E,P00403,E-P00403,MT-CO2,0.010143779,0.00000000,0.014796269,0.000132283,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P00441,E-P00441,SOD1,0.015672997,0.00000000,0.02286157,0.000194989,0,0.69,0.33,0|0|1,3|1|1|0|0|0|0|0|1|1|0,0.52
SARS-CoV2,E,P00492,E-P00492,HPRT1,0.332235761,0.95982716,0.052647427,0.0016694,0.08,0.46,3.33,1|5|4,2|3|3|2|1|2|1|2|4|2|2,1.53
SARS-CoV2,E,P00558,E-P00558,PGK1,0.207535767,0.62983119,0.019274771,0.00015146,0,0.69,0.67,0|1|1,1|2|1|2|3|0|0|0|1|1|2,0.56
SARS-CoV2,E,P01889,E-P01889,HLA-B,0.254791155,0.62983119,0.088209215,0.000174472,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,E,P04075,E-P04075,ALDOA,0.011764553,0.00000000,0.017161035,8.25E-05,0,0.69,0.33,0|0|1,1|1|1|1|2|0|0|1|2|0|1,0.37
SARS-CoV2,E,P04080,E-P04080,CSTB,0.332479033,0.99452811,0.03734441,0.006259615,0,0.65,5,3|6|6,5|7|6|4|5|5|5|6|8|3|5,0.93
SARS-CoV2,E,P04406,E-P04406,GAPDH,0.326681171,0.97398328,0.038176473,0.001301156,0,0.62,3.67,2|3|6,7|6|3|4|2|3|3|4|7|2|4,0.9
SARS-CoV2,E,P04792,E-P04792,HSPB1,0.014616636,0.00000000,0.021320874,0.000161613,0,0.69,0.33,0|1|0,0|0|0|1|1|0|0|1|0|0|0,1.22
SARS-CoV2,E,P04843,E-P04843,RPN1,0.347699674,0.97582670,0.068003896,0.001763655,1,0,8.33,6|10|9,0|0|0|0|0|0|0|0|0|0|0,83.33
SARS-CoV2,E,P04844,E-P04844,RPN2,0.324321532,0.96984759,0.03660334,0.000419235,0.65,0.05,2.33,1|2|4,0|0|0|0|0|0|0|0|0|0|0,23.33
SARS-CoV2,E,P05023,E-P05023,ATP1A1,0.330668563,0.92980829,0.063876323,0.001166895,1,0,8.67,8|9|9,0|0|0|0|0|0|0|0|1|0|0,86.67
SARS-CoV2,E,P05114,E-P05114,HMGN1,0.203490753,0.58421928,0.033873464,0.003520276,0.06,0.49,3.67,0|7|4,1|4|4|6|6|0|1|2|3|2|4,1.22
SARS-CoV2,E,P05141,E-P05141,SLC25A5,0.322795413,0.98958320,0.025481323,0.001947354,0.02,0.53,4.67,3|5|6,3|4|4|5|3|2|4|3|5|0|0,1.56
SARS-CoV2,E,P05165,E-P05165,PCCA,0.334587749,0.99650185,0.039567746,0.002172399,0,0.69,13.33,7|14|19,24|29|17|10|11|21|24|7|29|21|21,0.69
SARS-CoV2,E,P05166,E-P05166,PCCB,0.34326216,0.99655014,0.052195278,0.002711305,0,0.68,12,7|14|15,18|20|6|5|6|19|18|4|27|16|13,0.87
SARS-CoV2,E,P05198,E-P05198,EIF2S1,0.258519315,0.62983119,0.093645765,0.000401009,0.54,0.12,1.33,0|2|2,0|0|0|3|0|0|0|0|0|0|0,4.89
SARS-CoV2,E,P05204,E-P05204,HMGN2,0.323314928,0.97474918,0.032865695,0.007684726,0,0.64,6.33,2|8|9,4|3|7|8|6|5|6|7|9|9|5,1.01
SARS-CoV2,E,P05386,E-P05386,RPLP1,0.208408219,0.62983119,0.020543976,0.000554025,0,0.69,0.67,0|1|1,1|2|1|1|0|0|0|0|4|0|0,0.81
SARS-CoV2,E,P05387,E-P05387,RPLP2,0.345111119,0.99925509,0.053662934,0.004105395,0.02,0.53,4,2|5|5,2|8|5|6|0|1|0|0|6|1|2,1.42
SARS-CoV2,E,P05388,E-P05388,RPLP0,0.207456967,0.56487245,0.048394712,0.000303753,0.17,0.4,1,0|2|1,0|2|1|2|0|0|0|0|1|0|0,1.83
SARS-CoV2,E,P06493,E-P06493,CDK1,0.373985532,0.96606264,0.11074915,0.001103354,0.6,0.11,3,1|3|5,0|0|0|0|0|0|0|0|2|1|2,6.6
SARS-CoV2,E,P06576,E-P06576,ATP5F1B,0.32303148,0.99219570,0.024658055,0.001006006,0.02,0.54,4.67,2|5|7,4|4|8|5|4|2|2|2|2|2|3,1.35
SARS-CoV2,E,P06733,E-P06733,ENO1,0.32591095,0.99292735,0.028528588,0.001080687,0,0.69,4,2|4|6,12|7|7|8|7|4|6|4|6|4|5,0.63
SARS-CoV2,E,P06748,E-P06748,NPM1,0.190428145,0.56487245,0.023547712,0.000982547,0,0.69,3,0|6|3,4|15|14|15|2|0|0|1|10|3|2,0.5
SARS-CoV2,E,P07195,E-P07195,LDHB,0.01173024,0.00000000,0.017110135,0.00017981,0.15,0.41,0.67,0|0|2,1|1|1|1|1|0|0|0|2|0|0,1.05
SARS-CoV2,E,P07305,E-P07305,H1F0,0.216486003,0.62983119,0.032329573,0.000325561,0,0.69,0.67,0|1|1,1|2|3|1|1|0|0|0|1|0|0,0.81
SARS-CoV2,E,P07355,E-P07355,ANXA2,0.224340895,0.62983119,0.043787629,0.000372619,0.02,0.53,1.33,0|2|2,2|2|2|2|0|2|1|1|2|2|1,0.86
SARS-CoV2,E,P07437,E-P07437,TUBB,0.305205157,0.92575948,0.028551812,0.001347788,0,0.62,4.33,4|5|4,5|4|7|3|6|2|2|5|4|2|3,1.11
SARS-CoV2,E,P07814,E-P07814,EPRS,0.008191833,0.00000000,0.011949811,1.99E-05,0,0.69,0.33,0|0|1,0|0|1|1|2|1|1|1|0|0|2,0.41
SARS-CoV2,E,P07910,E-P07910,HNRNPC,0.22782076,0.59238527,0.065712665,0.0009136,0.14,0.42,3,0|3|6,0|7|7|3|0|0|1|0|6|0|0,1.38
SARS-CoV2,E,P08195,E-P08195,SLC3A2,0.341170891,0.97184602,0.060282078,0.000548893,0.98,0,2.67,2|3|3,0|0|0|0|0|0|0|0|0|0|0,26.67
SARS-CoV2,E,P08237,E-P08237,PFKM,0.010568497,0.00000000,0.015416615,4.25E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P08559,E-P08559,PDHA1,0.02732758,0.00000000,0.039863858,8.50E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P08579,E-P08579,SNRPB2,0.341508958,0.94958951,0.070790461,0.000761556,0.15,0.41,1.33,1|1|2,0|1|1|1|1|0|1|1|1|0|0,2.1
SARS-CoV2,E,P08621,E-P08621,SNRNP70,0.0499019,0.00000000,0.072793973,0.000151628,0.16,0.4,0.67,0|2|0,0|1|0|9|0|0|0|0|0|0|0,0.73
SARS-CoV2,E,P08670,E-P08670,VIM,0.191155227,0.59238527,0.012230627,0.000399945,0,0.69,2,0|2|4,1|12|12|16|0|0|1|0|8|0|0,0.44
SARS-CoV2,E,P08708,E-P08708,RPS17,0.333244277,0.99923543,0.036316528,0.009199324,0,0.68,10.67,5|13|14,15|13|13|16|12|9|7|12|14|8|6,0.94
SARS-CoV2,E,P08865,E-P08865,RPSA,0.318338178,0.92288484,0.048993559,0.002507593,0,0.65,5.33,5|6|5,7|3|6|10|3|4|4|7|6|6|4,0.98
SARS-CoV2,E,P09234,E-P09234,SNRPC,0.034720519,0.00000000,0.050647537,0.000188857,0,0.69,0.33,0|0|1,0|0|2|1|0|0|0|0|0|0|0,1.22
SARS-CoV2,E,P09429,E-P09429,HMGB1,0.308969212,0.92480948,0.034441368,0.004671244,0,0.66,9.67,2|12|15,12|10|7|18|12|5|7|4|11|7|7,1.06
SARS-CoV2,E,P09543,E-P09543,CNP,0.228123743,0.62983119,0.049306557,0.000300042,0.64,0.08,1.33,0|2|2,0|0|0|1|0|0|0|0|0|0|0,13.33
SARS-CoV2,E,P09651,E-P09651,HNRNPA1,0.345865456,0.98296832,0.06211979,0.001091019,0.01,0.55,3.33,2|3|5,3|7|7|7|0|1|0|1|6|0|0,1.15
SARS-CoV2,E,P09661,E-P09661,SNRPA1,0.221796898,0.59238527,0.056930013,0.00036544,0.04,0.51,1,0|1|2,0|2|1|2|1|1|1|1|1|1|2,0.85
SARS-CoV2,E,P09874,E-P09874,PARP1,0.31406882,0.94984603,0.030624033,0.003312382,0,0.69,31.67,8|39|48,31|42|33|61|47|31|14|30|32|34|29,0.91
SARS-CoV2,E,P0DPB5,E-P0DPB5,POLR1D,0.344646064,0.90727125,0.094409652,0.001158376,0,0.69,1,1|1|1,1|0|0|1|1|1|1|1|1|0|0,1.57
SARS-CoV2,E,P10321,E-P10321,HLA-C,0.223827057,0.62309723,0.046068793,0.000377649,0.32,0.23,1,1|0|2,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,E,P10412,E-P10412,HIST1H1E,0.194734322,0.47519120,0.070195053,0.000699743,0.26,0.34,1.67,0|1|4,0|1|4|0|0|0|0|0|3|0|0,2.29
SARS-CoV2,E,P10599,E-P10599,TXN,0.319096665,0.96553482,0.030854983,0.008189075,0,0.67,6.67,5|6|9,8|7|12|8|10|5|7|8|10|5|9,0.82
SARS-CoV2,E,P10809,E-P10809,HSPD1,0.301232865,0.92440369,0.023366588,0.001437382,0,0.67,6.33,5|4|10,12|8|8|3|5|4|6|6|13|12|12,0.78
SARS-CoV2,E,P11021,E-P11021,HSPA5,0.327988402,0.98590893,0.03469493,0.003724224,0,0.62,19.33,13|22|23,15|11|10|11|12|10|12|7|11|12|10,1.76
SARS-CoV2,E,P11142,E-P11142,HSPA8,0.320100788,0.99559563,0.018838848,0.002592405,0,0.69,14.33,7|15|21,22|15|22|24|23|9|12|19|21|11|14,0.82
SARS-CoV2,E,P11177,E-P11177,PDHB,0.008918595,0.00000000,0.013009357,9.23E-05,0,0.69,0.33,0|1|0,0|0|0|1|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P11387,E-P11387,TOP1,0.332446838,0.98599446,0.041178733,0.001599742,0,0.67,11,4|13|16,11|12|16|13|12|10|10|7|10|5|8,1.06
SARS-CoV2,E,P11498,E-P11498,PC,0.325735711,0.95085831,0.047156241,0.006933113,0,0.69,61,51|70|62,88|80|55|48|44|63|67|42|86|64|68,0.95
SARS-CoV2,E,P11586,E-P11586,MTHFD1,0.295410842,0.90474742,0.023729853,0.000347159,0,0.64,3,1|2|6,8|3|8|9|2|2|2|2|7|7|5,0.6
SARS-CoV2,E,P12004,E-P12004,PCNA,0.004521532,0.00000000,0.006594866,0.000115051,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P12236,E-P12236,SLC25A6,0.207140896,0.60410176,0.030271515,0.000998818,0.03,0.52,1.67,3|1|1,2|2|2|2|2|1|1|2|1|1|2,1.02
SARS-CoV2,E,P12270,E-P12270,TPR,0.009074412,0.00000000,0.013237351,1.27E-05,0,0.69,0.33,0|0|1,1|1|0|0|2|1|1|1|1|1|1,0.37
SARS-CoV2,E,P12956,E-P12956,XRCC6,0.021289076,0.00000000,0.031054964,9.86E-05,0.03,0.52,0.67,0|0|2,0|7|2|5|0|1|0|0|1|0|0,0.46
SARS-CoV2,E,P13010,E-P13010,XRCC5,0.013299779,0.00000000,0.019400935,4.10E-05,0,0.69,0.33,0|0|1,0|6|0|3|0|0|0|0|0|0|0,0.41
SARS-CoV2,E,P13639,E-P13639,EEF2,0.322047482,0.99565177,0.02167047,0.000623869,0,0.69,4.67,2|6|6,13|14|8|10|8|3|7|9|8|3|6,0.58
SARS-CoV2,E,P13797,E-P13797,PLS3,0.207221809,0.59238527,0.035668946,0.000295832,0.03,0.52,2,0|2|4,3|2|3|1|2|2|1|1|3|3|2,0.96
SARS-CoV2,E,P13984,E-P13984,GTF2F2,0.215325674,0.59238527,0.047489923,0.000374246,0.32,0.23,1,0|1|2,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,E,P14174,E-P14174,MIF,0.313723424,0.93779019,0.035561807,0.001516978,0,0.69,1.33,1|2|1,3|3|1|2|2|3|4|1|2|1|2,0.61
SARS-CoV2,E,P14618,E-P14618,PKM,0.259964719,0.76867659,0.033261247,0.000673643,0,0.59,2.33,3|1|3,8|3|1|3|0|1|2|2|3|4|2,0.89
SARS-CoV2,E,P14866,E-P14866,HNRNPL,0.225187792,0.62032124,0.049299547,0.00079633,0,0.58,5,0|6|9,5|13|11|7|1|0|1|1|10|1|1,1.08
SARS-CoV2,E,P15311,E-P15311,EZR,0.051523125,0.00000000,0.075159836,5.12E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,E,P15880,E-P15880,RPS2,0.330860509,0.98190892,0.040689776,0.003171388,0,0.64,7.33,5|9|8,7|7|6|10|8|4|5|4|8|3|4,1.22
